"gaptext","date"
"@AlexPalombo Sorry to hear this. Plz take the skirt to your local store and speak to a manager who can return/exchange defective merchandise",2015-10-08
"@LindseySmithson Sorry for any frustration. We'll be happy to help you place an order over the phone.",2015-10-08
"@mcgarry_heather Those are not Gap boots, but we do have a similar pair online: http://t.co/61WFx6sMof",2015-10-08
"Photographer @jessiejwebster cozies up in her @Gap textured zip bomber. #Styldby @TheZoeReport http://t.co/z5cSEpYVzA http://t.co/6nolmqUTIz",2015-10-07
"Meet Chung, one of the #1MWomen whose life is changing through P.A.C.E. Read her story at http://t.co/Kq2FTnKdic http://t.co/aDdwicyIC6",2015-10-07
"@sarahdeacon2 If you call us we can help you log in.  Sorry for any inconvenience.  1-800-GAPSTYLE",2015-10-07
"@NuttyB71 Sorry for the trouble. To confirm, we are talking about order TRC5MFH?",2015-10-07
"@deliz901 We have reached out for more info.  Once we hear back, we will let you know what we find out. Thanks!",2015-10-07
"@kirbypuckett Hi there, we show that an investigation has been started and you should be getting contacted soon with a resolution. Thanks!",2015-10-06
".@thehill_side are inspired by Japanese culture and American vintage. 

Shop #GQforGap: http://t.co/jZCuB44TZv http://t.co/3Aeh77NoYa",2015-10-06
"@manovotny Thank you for calling this out. I have shared it with the mobile app designers.  We will look into this for you.",2015-10-06
"@kirbypuckett Sorry to hear this. Can you send you order number. We want to research why this is happening.  Thank you so much.",2015-10-06
"Start the week in something casual cool. For a chance to be featured, tag @Gap in your photos. #StyldbyYou http://t.co/dABHK8EtDG",2015-10-05
"West coast cool, lived-in vintage &amp; a few of @NSFClothing's favorite things.

Shop #GQforGap: http://t.co/jZCuB3NiAV http://t.co/7LbFLLMjW1",2015-10-05
"@benjifrosty Hi, we are happy to try to help. Please call us at 1-800-GAPSTYLE.",2015-10-05
"@WebmannWebster Give us a call and we will see if we are able to help with this.  Thanks!  1-800-GAPSTYLE",2015-10-05
"@DeJacquie We hate to hear this. Please call so we can see what we can do to help. 1-800-GAPSTYLE",2015-10-05
"@janineisa_belle  We are sorry Janine, it does not appear that this item will be restocked.  Thanks for reaching out.",2015-10-05
"@VivianEwalefo Thanks for sending these. We have shared them with leadership.  Please visit again to see your feedback makes a difference.",2015-10-05
"@MBEdgar So sorry to hear this.  Reach out to the number on the receipt and speak with a manager. They will be able to assist with this.",2015-10-05
"@NuttyB71 Call us at 1-800-GAPSTYLE.  We can help.",2015-10-05
"@KingCazenave We have shared this with our design and merchandising team for you. Thanks for telling us what you want to see in stores.",2015-10-05
"@a432511 Thanks so much!  We will make sure to correct this.",2015-10-02
"How to do double denim right. #StyldbyYou 

Shop fall arrivals: http://t.co/9UK5Sud9Vq http://t.co/S8h3H8dABV",2015-10-02
"@a432511 Can you also send us the Style number that did not work with the code? We want to make that correction. Thanks!",2015-10-02
"@a432511 Hi Adam,  Sorry for the difficulty. All regular price denim is part of the promotion online. Call us so we can help with your order",2015-10-02
"Retro sensibility, refined styles &amp; a few of @DavidHartNYC's favorite things.
Shop #GQforGap: http://t.co/jZCuB44TZv http://t.co/a2rekbjar1",2015-10-02
".@LoefflerRandall creative director Jessie Randall goes for Gap denim. #Styldby @Refinery29 https://t.co/8bh804qmM4 https://t.co/f5MPpDLL7B",2015-10-01
"@conz  We are happy to speak with you about resolutions for this.  Just call us at 1-800-GAPCASH so we can see what we can do to help.",2015-10-01
"@lelt They may have options available.  Thanks!",2015-10-01
"@lelt Hi Laura, We are so sorry, the rewards cannot be used once they expire.  You may want to contact the number on the back of your card.",2015-10-01
"@WildnCuzImYoun9 Sorry Brandon, there are none in Ohio. Be sure to shop the collection online!",2015-09-29
"@nwf1871 Sorry for the trouble. Try double checking for exclusions. If that is not the problem, give us a call 1-800-GAPSTYLE. Thanks!",2015-09-29
"Introducing our 4th BNMDA collection in partnership with @GQMagazine. 
 
Shop #GQforGap: http://t.co/vSF0Ff4ETj http://t.co/enfY8scjxD",2015-09-29
"@masterwilliams Looking good!",2015-09-28
"Through P.A.C.E., #1MWomen will gain the skills to change their lives. Meet the women of #pace http://t.co/Kq2FTnKdic http://t.co/7RX45So55u",2015-09-28
"One by one, women will gain the skills they need to change the course of their lives #1MWomen http://t.co/Kq2FTnKdic http://t.co/PYL0jHcEwt",2015-09-28
"@DonFerrara  It will be available online, and these stores:
223-225 Oxford Street, London, W1D 2LR
376-384 Oxford Street, London, W1C 1JY",2015-09-28
"Moments ago @clintonglobal, @GapInc CEO Art Peck announced our commitment to expand #pace to 1 million women by 2020. http://t.co/ojorvFyXYC",2015-09-28
"Fall layering, we're ready for you. @Will_UK pairs stripes and denim just right. #StyldbyYou http://t.co/9UK5Sud9Vq http://t.co/zcr7aIk7qY",2015-09-27
"Autumn...the year's last, loveliest smile.

Pin quotes: http://t.co/3nj9LcFt0E http://t.co/14AM3dlF5z",2015-09-27
"UK TV presenter @angelascanlon channels a laid back look in 1969 denim. #Styldby http://t.co/eDbA6TxiMb http://t.co/d0Io3HEFjm",2015-09-26
"Follow one @Gap employee's journey in taking a concept from art to a tee on @GapInc: http://t.co/v2DPkFnhr9 http://t.co/MKc3WY0HC1",2015-09-26
"Denim on denim on denim for fall. #Gapisms",2015-09-25
"@TriLeakaNoodle1 We'll have more information on this soon, but it should be for both online and in-store. Keep checking for updates!",2015-09-25
"@newsome_burt Sorry to hear this. Can you send us an email at custserv@gap.com with the details? We're happy to help!",2015-09-25
"@susandosemagen Oh no! Feel free to bring them to your local Gap store and speak with a manager. They'll be happy to assist you. Thanks!",2015-09-25
"@kbbk76 Sorry for the confusion. It looks like the price was fixed online. http://t.co/QUeEzf0XUZ Thanks for the call-out!",2015-09-25
"First look! Our #GQforGap collection is almost here. 

Take a look behind the scenes: http://t.co/SOYSKmcniL
https://t.co/y125j99rHU",2015-09-25
"@folspohc I am sorry, I don't see it.  Can you try again?  Thanks!",2015-09-25
"@kristenpear Free shipping can take up to 9 business days.  We show the promised delivery date is 10/10 at the latest.  Hope this helps.",2015-09-25
"@kristenpear  We see it is pending shipment now.  So you should see this email soon.  We see that you selected the free shipping.",2015-09-25
"@DonFerrara We show your order as pending shipment now.  Once it is picked up, you will get the email with the tracking information.",2015-09-25
"@_kate_brown  If you ever have problems with one of your items, please take it to the store and meet with the manager.  They can help. Thx",2015-09-25
"@nyshopping88 So sorry to hear this. We sent this to the mgr for you. Please let a manager know. They will adjust it for you.",2015-09-25
"@SDillon20 Looks like the closest store to you will be: 
1510 Walnut Street
PHILADELPHIA, , PA  19102
(215) 732-3391",2015-09-24
"@crizzzz4025 Sorry you are so disappointed. Let us know what happened so we can see if we can help. Thanks!",2015-09-24
"@SDillon20 We have the list, tell us where you are located (zip code) and we can see which ones are closest to you.  Thanks!",2015-09-24
"@tinacolada14 We want to ensure you spoke with a manager. They are the only ones that can evaluate merchandise for defect.",2015-09-24
"@tinacolada14 Give us a call. If a manager finds it defective, it will not matter whether it was washed or not. 1-800-GAPSTYLE",2015-09-24
"@DonFerrara I am checking on that for you. I will let you know what I find out.",2015-09-24
"@MichaelColaa We cannot preorder, but you can visit http://t.co/09gUyCApkV homepage to sign up for access to the collection one day early!",2015-09-24
"@NYK_NYM_Fan Sorry JC, I don't have the price list yet.  More info as the date gets closer.  Thanks!",2015-09-24
"@NYK_NYM_Fan scroll down on the right side of the home page you can submit you info to get access on 9/28.  Don't miss out!!",2015-09-24
"@NYK_NYM_Fan I can't blame you. This collection is amazing! You may want to visit http://t.co/GWxr7qEzwh and sign up for early access.",2015-09-24
"Next week, we’re making an exciting announcement around the P.A.C.E. program http://t.co/xkONgMDe7Z http://t.co/1ICnG10G00",2015-09-23
"@Bayoya  This will be available on the launch date. 9/29.  Thanks!",2015-09-23
"@Paddywaggon send an email to gapsurveys@isasurveyhelp.com with subject line Gap Survey #117047. Thanks!",2015-09-23
"@NYK_NYM_Fan   September 29 is the launch date!",2015-09-23
"@folspohc Can we help? Let us know.",2015-09-23
"@NYK_NYM_Fan  http://t.co/FEIZrSUS5o",2015-09-23
"@MerciBeauColie So sorry Nicole, once it expires, it cannot be redeemed.",2015-09-23
"@maggiepiesz We hate to see this. Please take them to the store and meet with manager.  They can help. Thanks",2015-09-23
"@JaredjBooth Sorry for the wait!",2015-09-23
"@JaredjBooth Here is the link:  http://t.co/vPVidO7nRq",2015-09-23
"@JaredjBooth That is what I am waiting to hear about.  As soon as I hear back, I will let you know.  Thanks!",2015-09-22
"@GMH311 So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE",2015-09-22
"@kazzilb So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE",2015-09-22
"@susanxx21 So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE",2015-09-22
"@michiromer So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE",2015-09-22
"@JaredjBooth I have reached out for more details about the GQ collection. I will let you know what I find out.",2015-09-22
"@JaredjBooth Sorry Jared, I realized it after I sent it.",2015-09-22
"@JaredjBooth  Sorry. You may want to clear cache &amp; cookies and restart browser.  If you still need help ordering, call us at 1-800-GAPSTYLE",2015-09-22
"@PMofChina If the see they're defective, they can help. Thanks",2015-09-22
"@PMofChina We hate to hear this. Although we don't have replacement buttons we hope you will take them to the store and meet with manager.",2015-09-22
"@Styleclectic So sorry. Please give us a call so we can get more info. We want to follow up with store.  1-800-GAPSTYLE",2015-09-22
"@_brookebutler We hate to hear this. Take them to the store and meet with manager. If the see they're defective, they can help. Thanks",2015-09-22
"@laceyzimmerman We see that it is pending shipment. You should received an email as soon as it it shipped.  Sorry for the confusion.",2015-09-22
"@laceyzimmerman The free shipping option can take 9 business days. You promised delivery date will be 9/29 at the latest.",2015-09-22
"@ahultgrenSF Sorry for the incorrect info. These two promos cannot be combined at store or online. Thanks for reaching out.",2015-09-22
"The @GapInc P.A.C.E. program has helped change over 30,000 women’s lives. Learn more at http://t.co/xkONgMDe7Z http://t.co/s6JCxhdrBr",2015-09-21
"@sheakernan We accept unwashed/unworn merchandise. We can offer the current selling price on a Merchandise Certificate by mail. Thanks!",2015-09-21
"@jnparnell We hate to hear this. Where were you shopping? We to make this available to leadership for you. Hope to hear from you.",2015-09-21
"@MichelleMarie75 so sorry to hear this. Where were you shopping? We to make this available to  leadership for you. Hope to hear from you.",2015-09-21
"@tspeaksenglish We recommend you contact Synchrony Bank at the number on the back of your card. They will be able to provide answers for you",2015-09-21
"@quackerjac So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE.  Thanks!",2015-09-21
"@SoonerSportsGuy So sorry. Please give us a call so we can get more info. We want see how we can help.  1-800-GAPSTYLE",2015-09-21
"@jstanlis So sorry. Please email us so we can get more info. We help with this from here. custserv@gap.com.  Hope to hear from you.",2015-09-21
