"urbantext","date"
"If you forgot to make a playlist for this weekend's festivities (yikes) DON'T FRET! We made one for you: http://t.co/0lpVkiDHeg",2015-07-03
"If the summer heat is getting you down, we highly recommend an outling like this one: http://t.co/Olx2tYgYE5 http://t.co/rIz83HPEU3",2015-07-03
"Light layers + pretty patterns + sunny days in the park. Shop the lookbook: http://t.co/RRopA9WKzf http://t.co/jvqiQN3Xny",2015-07-03
"Weekend goals. http://t.co/xPL1jmOTU7 http://t.co/XYz9xemNJ9",2015-07-03
"Urban On Insiders! Be the 1st to shop Aussie styling range WHITELABELSAMPLE only at UO! Take a peek in the UO App. http://t.co/aJeAbbmiOl",2015-07-03
"Channel the Ì†ΩÌ∏é emoji, always. http://t.co/CuuDFpHKAM http://t.co/J25x4275P6",2015-07-02
"New colors + patterns in everybody's fave dress? Oh, yes. Ì†ΩÌ≤ê http://t.co/G2OAKKlU6j http://t.co/SZdLSFFkH1",2015-07-02
"Want a @FujifilmUS camera pack + a year of Instax film? Here's how to enter: http://t.co/iX6WyWaRpS #UOInstaxagram http://t.co/yq1yFhR23n",2015-07-02
"Learn more about the work of writer Kate Schatz + artist Miriam Klein Stahl, authors of the amazing @RadWomenAtoZ: http://t.co/chUN4FNmcu",2015-07-02
"@peachesandglee @madisontharris FYI these make our lives better everyday.",2015-07-02
"@aavicolli OMG HBD YOU'RE HAVING A GREAT DAY",2015-07-02
"@lvkesucks yes.",2015-07-02
"Never give up on your dreams.
https://t.co/Jt0oP1N8h3",2015-07-02
"@aavicolli THERE GOES OUR HERO",2015-07-02
"@SheaSerrano Shea...don't be so hard on yourself.",2015-07-02
"What Miami life looks like through an Instax lens. (Spoiler alert: AMAZING.) http://t.co/HomqIY87yF http://t.co/4eyohx7nCE",2015-07-02
"""We are inspired by so many badass women of all shapes, colors, sizes &amp; gender presentations."" Yes, @CHROMAT_PARTY! http://t.co/T3xGUd1Pld",2015-07-02
"Going camping? Here's what to take with you: http://t.co/s2szzXHx6f http://t.co/B2KqzLDXTE",2015-07-02
"@_elizabeth_77 JUST MOVE IN!!",2015-07-02
"Woohoo! Ì†ºÌæâ Starting today, take an extra 30% off ALL sale items in stores and online! http://t.co/x56kriYmyu http://t.co/mEYgZSJkQE",2015-07-02
"As if we needed another reason to love tapestries. http://t.co/xbTtI3FbmA http://t.co/BbdEzOFu0z",2015-07-01
"Ì†ΩÌ±åÌ†ΩÌ±åÌ†ΩÌ±å Cannot go wrong with the classics. Ì†ΩÌ±åÌ†ΩÌ±åÌ†ΩÌ±å http://t.co/zFTwu4IfG9 http://t.co/rv66d05g2s",2015-07-01
"Effective natural ingredients and responsible packaging: meet (and fall in love with!) skincare brand @youthtotheppl. http://t.co/l5uwzhZaI4",2015-07-01
"@AnaLivia_99 That would be @LaurennLayne :)",2015-07-01
"Go behind the scenes with the cast of @HBDMarsha, a film about transgender artist + activist Marsha P. Johnson: http://t.co/l4IZBNIfv9",2015-07-01
"@HeyitsSarahW hopefully this becomes a reality for you someday.",2015-07-01
"@phanchronicles Ì†ΩÌ±ΩÌ†ΩÌ±ΩÌ†ΩÌ±ΩÌ†ΩÌ±ΩÌ†ΩÌ±ΩÌ†ΩÌ±Ω",2015-07-01
"The perfect travel snack, in our opinion. Make 'em now, save 'em for your weekend adventures: http://t.co/HN9TZyipBy http://t.co/Ta2WMLpNzk",2015-07-01
"Step 1: Read our US at UO day in the life with UO Miami. Step 2: EMBRACE THE JEALOUSY. http://t.co/zV4IFRacHP http://t.co/PtvQB4mohx",2015-07-01
"Denim shorts every. Single. Day. http://t.co/PLl4WeEshy http://t.co/5xagfOLxL9",2015-07-01
"Urban On Insiders, you're in luck: take an extra 30% off ALL sale items today! Not an Urban On Insider? Download the UO App + sign up!",2015-07-01
"If this does not solve your issue, place your order through customer service +44 845 330 1288 or email UrbanEuropeCS@urbanoutfitters.com.",2015-06-23
"PEDI, SET, GO. Here's everything you need (scrubs! peels! oils!) to get your feet in tip-top shape: http://t.co/vsS67O7DDF",2015-06-23
"Pool day, please. http://t.co/mfb1tkZ1XH http://t.co/y719jKt2bk",2015-06-23
"Talking tunes, Brooklyn, &amp; movies with @alexkarpovsky, director of @tanlines' new video: http://t.co/6MB2UAXOWq http://t.co/zld1j1rDpU",2015-06-23
"Psst. Our fave sandals are only $29 right now...just thought you might wanna know. ‚úå http://t.co/Ps08t6XTzW http://t.co/GMN9LpebTW",2015-06-23
"We'll all float on. Ì†ºÌæ∂ http://t.co/DGYyIhBE4w http://t.co/vBVmu2hqQm",2015-06-22
"Yes, we'll take one of each. Ì†ΩÌ≤úÌ†ΩÌ≤óÌ†ΩÌ≤õÌ†ΩÌ≤öÌ†ΩÌ≤ô‚ù§ http://t.co/4GdUdMkiAZ http://t.co/6t12I0ewoE",2015-06-22
"This watermelon keg (!!!) is actually genius. And adorable. And delicious. http://t.co/qtdiHLRGm9 http://t.co/Z5JLlIUuex",2015-06-22
"@firecraicniall Unfortunately we are unable to guarantee you will receive backordered items. Backorders will ship as they become availalble.",2015-06-22
"Yessss. Ì†ΩÌ±â http://t.co/xP63D16Lx3
https://t.co/rEuZ5GE70Y",2015-06-22
"""Seea is a celebration of the style, rhythm, and grace of women‚Äôs surfing."" Ì†ΩÌ≤™ Get ready to hit the beach: http://t.co/Z5PHNnkzZH",2015-06-22
"@SydneyZamb THANK U &lt;3",2015-06-22
"@hollieemma92 YES that album is incredible",2015-06-22
"@moonraessss @adamjk knows what's up Ì†ΩÌ±åÌ†ΩÌ±åÌ†ΩÌ±å",2015-06-22
"@tinyfoxlou OMG NICE Ì†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±è",2015-06-22
"Pick a color, any color. http://t.co/L9tFIaIZy2 http://t.co/DhK6mLiQGQ",2015-06-22
"@tinyfoxlou GO SAY HEY",2015-06-22
"@billiejoestop Ì†ΩÌ≤ÅÌ†ΩÌ≤ÅÌ†ΩÌ≤ÅÌ†ΩÌ≤Å",2015-06-22
"@sevastiand_ WOOHOO congrats! Ì†ºÌæâÌ†ºÌæâÌ†ºÌæâÌ†ºÌæâÌ†ºÌæâ",2015-06-22
"@nikki_droz same...",2015-06-22
"The first #MusicMonday playlist of the summer is SO. GOOD. Listen here: http://t.co/jp3gcdatVP",2015-06-22
"Light dresses and breezy rompers were made for days like this. Get 'em before they're gone: http://t.co/M3n9CvMph3 http://t.co/1hjtKGZJ1V",2015-06-22
"@durrrek_ yesss WELCOME!",2015-06-22
"So psyched about this! Watch the new video for @tanlines' ""Palace"" directed by @alexkarpovsky: http://t.co/pta9j0pwuf http://t.co/3RZYP3K76M",2015-06-22
"Watch LIVE on #Periscope: Tanlines and Alex Karpovsky! https://t.co/8Zbw0Nigry",2015-06-22
"AHH. Only one more hour until our interview + video preview on @PeriscopeCo with @tanlines + @alexkarpovsky! Grab some popcorn and tune in.",2015-06-21
"IT'S SUMMER! ‚òÄ‚òÄ‚òÄ Spend the day sipping something cold and listening to our (pretty amazing) Summer Solstice playlist: http://t.co/peGhmKXJH0",2015-06-21
"Our interview + video preview with @tanlines + @alexkarpovsky is at 8PM! Ask questions here + they'll answer during the @PeriscopeCo stream.",2015-06-21
"@_LordDixon_ We love this! Would you mind DMing us with your contact info so we can get in touch?",2015-06-21
"Ì†ΩÌ≤ï‚ú®Ì†ΩÌ±åÌ†ºÌøº  https://t.co/6dAwBtcxKb",2015-06-21
"@Domyenn @_LordDixon_ this is AMAZING! We can't wait to see more Ì†ΩÌ≤ï‚ú®",2015-06-21
"This is it. This is the most Instagrammable food ever. http://t.co/lzQRyJcFlh",2015-06-20
"Tough call. Which are you feeling? http://t.co/k4jaiU0Xm6 http://t.co/eIqxW2bPAC",2015-06-20
"""I pride myself on a lack of artifice."" Yes, @RynWeaver. Ì†ΩÌπå http://t.co/GXg04xGfx3 http://t.co/xyiD1tQ7Vb",2015-06-20
"What to wear on those days when getting dressed just isn't in the cards...http://t.co/cIT0pBsyq4 http://t.co/33vDJKqHZs",2015-06-20
"@prayingmantess YOU'RE REALLY COOL THOUGH",2015-06-16
"What happens when @adidasoriginals does paisley. Ì†ΩÌ∏ç http://t.co/2Uthm9qsuA http://t.co/UQdwaWAFo7",2015-06-16
"Only at UO! Ì†ΩÌ∏± @RollingStones' Sticky Fingers has been released with super-rare album art: http://t.co/FVigwx6Ut3 http://t.co/eihGfiJXjx",2015-06-16
"Is avocado toast the most Instagrammed food of all time? Probably. Here's 1 more contribution: http://t.co/qMOQjyVE5s http://t.co/MK3zETQ5cH",2015-06-16
"Soft + simple: these are the tees we reach for every single day. http://t.co/Dw4WKkXHuk http://t.co/WCjCK2C3M0",2015-06-16
"""A true love of what you're doing makes work seem like play."" An interview with Kay Wang of The Things We Keep: http://t.co/iEmFExTShn",2015-06-16
"Your fave tank + this bra = a match made in heaven. http://t.co/sjcZfCNWKR http://t.co/jhXPduYqZi",2015-06-15
"We never knew we needed it, but now we're obsessed: colored filters for Instax! See 'em here: http://t.co/wr3nb4y1uC",2015-06-15
"A dreamy blend of gardenia and coconut that smells SO. GOOD. http://t.co/fRI8zzZdLW",2015-06-15
"@nappingbeanie this is a harrowing tale",2015-06-15
"Ì†ΩÌ≤ïÌ†ΩÌ∏ò‚ú®
https://t.co/49Yj05CSq0",2015-06-15
"We're living in these lately. Shop our best long, breezy, boho maxis: http://t.co/HT3RxbneYR http://t.co/YiavpztIrj",2015-06-15
"@binniostheboul Ì†ΩÌ∏ò",2015-06-15
"Everything you need to decorate your small space (apartment! dorm! bedroom!) is right here Ì†ΩÌ±â http://t.co/1guQUcl3aK",2015-06-15
"""A creative life waxes and wanes and the variety keeps things interesting for me."" http://t.co/nBgwgeuvDN http://t.co/PtQWGYGLBv",2015-06-15
"Light layers + loungewear for these sleepy, warm days: http://t.co/CoJA6dtkxt http://t.co/NDg4VmDAOy",2015-06-15
"@Jason_He987 Ì†ºÌºø",2015-06-15
"Summer vibes all over this week's #MusicMonday playlist.  ‚òÄ  ‚òÄ  ‚òÄ We're into it: http://t.co/ZM60Kr8IQf",2015-06-15
"So excited to announce an exclusive live interview + video preview with @tanlines this Sunday on @PeriscopeCo! Ì†ºÌæ∂ Stay tuned for more info.",2015-06-15
"Thanks to everyone who came out for an AMAZING weekend at @NorthsideFest! Hope you had as much fun as we did. #UOLive http://t.co/VvB0ltltEQ",2015-06-14
"Hey, if you're at @NorthsideFest, don't forget: use #UOLive in your Instagram pics for a chance to win a @FujifilmUS Instax camera + film!",2015-06-14
"Thanks for rockin out, @girl_band. Ì†ΩÌπåÌ†ºÌøº @NorthsideFest #UOLive #nside http://t.co/WjZmC7iAp0",2015-06-14
"Oh, yes. http://t.co/ufhskXQCcl http://t.co/CfGQPPHfss",2015-06-14
"So much fun today at the #UOLive stage at @NorthsideFest! Let's do it again tomorrow. Ì†ΩÌπåÌ†ºÌøº #nside http://t.co/mHvFisnPJv",2015-06-13
"Hello, @wmerchandise Ì†ΩÌπåÌ†ºÌøºÌ†ΩÌ∏çÌ†ºÌæ∂ #UOLive #nside http://t.co/DU15Z2luvY",2015-06-13
"LIVE on #Periscope: Sunflower Bean! #UOLive https://t.co/J89AbI72Mw",2015-06-13
"Five minutes! #UOLive  https://t.co/sRKSr5HTTR",2015-06-13
"GABI (@GabrielleHerbst) is sooo dreamy. Ì†ΩÌ∏ç #UOLive #nside http://t.co/FLAKD7T4YU",2015-06-13
"Yes, hello. Ì†ΩÌ±ãÌ†ºÌøº https://t.co/kSZBCYMoDw",2015-06-13
"Ì†ΩÌπåÌ†ºÌøºÌ†ºÌæ∂ https://t.co/xs7C8RZCAg",2015-06-13
".@Bully are SO. GOOD.Ì†ΩÌπåÌ†ºÌøº  #UOLive #nside http://t.co/0YZkODFKhJ",2015-06-13
"LIVE on #Periscope: Bully at #UOLive stage https://t.co/FWNLHpQ3OB",2015-06-13
"On Sundays, nap time is all the time. http://t.co/7sAZBpiflS http://t.co/aAm8wLIwBV",2015-06-07
"Best weekend ever. Shipping is now FREE on all orders! Start shopping: http://t.co/fUnENX0dS8",2015-06-07
"This is it. This is our dream room. http://t.co/8zTsSUXzxs http://t.co/qN59MbcqGy",2015-06-06
"Live in a small space? Read on for ways to make the most of it: http://t.co/SLBL8rEII9",2015-06-06
"Two words: FREE. SHIPPING. It starts today for Urban On Insiders! Ì†ºÌæâ Not an Urban On Insider? Download the UO App + sign up!",2015-06-06
"This is how we layer in the summer. http://t.co/LZzTF5WWad http://t.co/6GOBCNBSVp",2015-06-05
"When you think you're wearing enough highlighter, just add a little more. http://t.co/i7rs6qpHbs http://t.co/clF6DFlbHm",2015-06-05
"Dinner tonight, Ì†ºÌΩ©bviously. #NationalDonutDay http://t.co/F7bbjvRc3g",2015-06-05
"Get ready! We're headed to @NorthsideFest with @hondurasband, @eskimeaux666, @lightasylum + more. Stay tuned! #UOLive http://t.co/kYi0WkdaDh",2015-06-05
"The only playlist you'll need this weekend, we promise. (You can thank us later.) http://t.co/085WkflpAi",2015-06-05
"TGIF. http://t.co/gIm6BPgSF6 http://t.co/0Ou34cti1U",2015-06-05
"NYC, we'll see you tonight at UO Herald Square from 6-8 PM for its 1 year anniversary party! Drinks, giveaways, tunes...don't miss out. Ì†ºÌæâ",2015-06-05
"@Stephkelley92 this is a good story",2015-06-05
"Hello, perfect pastels. http://t.co/nsYV0aMboh http://t.co/uWxocQVFiT",2015-06-05
"IT'S FRIDAY! Here are your weekend dress options: http://t.co/lm8vr371Pl",2015-06-05
"You cannot go wrong with tapestries + string lights, no matter how small your space is. http://t.co/xvfxpRH7u1 http://t.co/omC0ioeDm9",2015-06-04
"Left or right? http://t.co/BXdPqa6iQv",2015-06-04
"""I like to tread lightly between experimental and classic, strong yet subtle, light and dark."" http://t.co/lGEjy30OjX http://t.co/pFAwFySJxd",2015-06-04
"Get ready to start pinning! This is one of the cutest little apartments we've ever seen: http://t.co/H2w05OB6qU",2015-06-04
"New kicks! The sneaker shop has 'em all: http://t.co/k9sM9wDmpx http://t.co/MRnkTxLjM4",2015-06-04
"So many ways to make your bed more comfy:  http://t.co/FBn9CzU8wv",2015-06-04
"NYC! UO Herald Square is turning 1 and we want you there to help us celebrate tomorrow, 6/5! http://t.co/rRuylRCZ5R http://t.co/e4aCWz7MMX",2015-06-04
"Tanks for everything. Ì†ΩÌ±å http://t.co/XUhmdJdVZP http://t.co/g7AfQ81GN1",2015-06-04
"Ì†ΩÌ≤ï True love. Ì†ΩÌ≤ï
https://t.co/kcunj1O94H",2015-06-04
"@paiigebradley I am sorry you have not received your package. Please DM us your order number so we can look into this for you.",2015-06-04
"@AMA3532 Ì†ºÌΩï PIZZA Ì†ºÌΩï FLOAT! Ì†ºÌΩï",2015-06-04
"@michaelkelly94 Hi there! If you're in the UK, @uoeurope should be able to help you.",2015-06-04
"Hands up if you're as weirdly obsessed with desk + office supplies as we are. Ì†ΩÌπã http://t.co/pIzYMAjgrG http://t.co/AK5GjoGbuM",2015-06-03
"Soft, breezy, and so easy to wear. The Silence + Noise Mini Swing Dress is a closet staple: http://t.co/hi3BykQusE http://t.co/0IW9HMDl5B",2015-06-03
"SNACK BREAK. What's your popsicle flavor of choice? http://t.co/nBRszTt6it",2015-06-03
"Ì†ΩÌ≤ÅÌ†ΩÌ≤ÑÌ†ΩÌ≤Ü
https://t.co/9kjFmIzIAQ",2015-06-03
"""Sometimes I take baths in the middle of the day and call it 'research' for work."" http://t.co/GdljP0t1Ql http://t.co/0gzEx2vgPj",2015-06-03
"Put those woodshop skills to good use. Here's how to make your own reclaimed wood planter: http://t.co/GQ1PlS5t06 http://t.co/BE0cD2meRG",2015-05-27
"@SiobhanFranka I'm sorry to hear about the trouble you're having. So we can further assist you, please email service@urbanoutfitters.com.",2015-05-27
"Summer, we're ready! Read our tips + tricks to help you look and feel your best this season: http://t.co/JQbJDk8Wde http://t.co/yz0mjzDoYW",2015-05-27
"@_LoveLana_ Hi, if you're in the UK, @uoeurope should be able to help you!",2015-05-27
"Two words: NEW. DRESSES. ‚ú® Shop our special collection made just for UO: http://t.co/DULztxPgk8 http://t.co/fJci8u8qkN",2015-05-27
"LA! Will we see you at UO Santa Monica this Saturday to meet @IsabelleCornish + shop our Australian dress pop-up? http://t.co/px9ugdyHxO",2015-05-27
"Go behind the scenes of the amazing #UORoadTrip taken by 6 UO employees! We're super jealous: http://t.co/8CU33gjlUN http://t.co/KF9FVfZwR2",2015-05-27
"Don't forget to tweet us your @Converse shoes using #UORoadTrip to enter to win ALL these roadtrip essentials!  https://t.co/GQrcHwV5Cb",2015-05-27
"@__kate_g_ Ì†ΩÌ≤ïÌ†ΩÌ≤ïÌ†ΩÌ≤ï",2015-05-27
"@Jillinois If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-05-27
"@Lucy_graham___ THIS IS SO HAPPY!",2015-05-27
"Give your plant friends good homes. Ì†ºÌºø http://t.co/fDmROEVRZ3 http://t.co/Nnw37qd8EM",2015-05-26
"Six UO employees went on an epic roadtrip and we've got serious FOMO. See it here: http://t.co/lEdJxpyjN0 @converse http://t.co/B9Qaog1Etf",2015-05-26
"Super light + breezy, so ideal for summer. The Koto Breezy Button-Down is all we need: http://t.co/uzTtHQssSR http://t.co/COB0q5bW64",2015-05-26
"The prettiest thing we've seen all day. The US @ UO guide to exploring the Colorado outdoors: http://t.co/xmJYynComP http://t.co/QwXbVmJBKN",2015-05-26
"It's that time of year. Ì†ºÌΩ¶Ì†ΩÌ∏ç http://t.co/rbvZO6R9z2",2015-05-26
"Meet @isabellecornish: actress, model, + host of our dress pop-up in LA this Friday! http://t.co/bUcWpdcTwx http://t.co/sM8uLugIKy",2015-05-26
"Your perfect bikini awaits...http://t.co/cioX8dLepP",2015-05-26
"Fun fact: everybody looks good in Instax photos. http://t.co/i0XAQG2sow http://t.co/sVVYTHEmM0",2015-05-25
"Want to win ALL of these roadtrip essentials? Tweet us a pic of your @Converse shoes using #UORoadTrip to enter! http://t.co/VTjj6R1Wi9",2015-05-25
"Don't forget: you could win 2 passes to @NorthsideFest for you and a friend! Download the UO App + become an Urban On Insider to learn more.",2015-05-25
"This will help you out with the inevitable sunburn from this weekend: http://t.co/TS7z04Vyjk",2015-05-25
"The Long Weekend Sale ends TODAY! Shop online or find a store near you: http://t.co/GOpjq2GD7n",2015-05-25
"Have a great day, everyone! Ì†ºÌ∑∫Ì†ºÌ∑∏  #HappyMemorialDay http://t.co/onHg0dqytm",2015-05-25
"The beachy accessories you need‚Äîbecause it's basically summer, right? http://t.co/yrpxlHD0oL",2015-05-25
"Is your roadtrip-mobile on this level? http://t.co/JRIK659tLK http://t.co/xEFQSTgIMc",2015-05-24
"The Long Weekend Sale ends TOMORROW! There's still time to shop your faves in stores + online! Ì†ºÌæâ http://t.co/HhXNAPby6A",2015-05-24
"The view from the road. ‚úå #UORoadTrip http://t.co/X7kLTMr6Oi",2015-05-23
"Best weekend ever: the Scarlett Fit + Flare dress is on sale! http://t.co/TX3AHtDQnu http://t.co/L9xof3hZai",2015-05-23
"If giant pizza floats aren't your style, may we suggest GIANT PRETZEL FLOATS? http://t.co/hud0NfHWnX http://t.co/kUhc5iY0z9",2015-05-23
"Ì†ºÌΩî FOUR. Ì†ºÌæâ DAY. Ì†ºÌΩ¶ WEEKEND. Ì†ºÌΩ∫",2015-05-22
"Repeat after us: GIANT PIZZA FLOAT! http://t.co/GcWc1iVFXo http://t.co/Z6Rdg3eRan",2015-05-22
"Repeat after us: GIANT PIZZA FLOAT! http://t.co/GcWc1iVFXo http://t.co/Z6Rdg3eRan",2015-05-22
"Nothing says summer quite like these albums: http://t.co/YGCM9XHkgt",2015-05-22
"Time to stock up: all BDG denim shorts are only $39 in our Long Weekend Sale! http://t.co/vVVKOWLrGs",2015-05-22
"IT'S HERE. The ultimate road trip playlist. Are you ready? Prepare to hit the road armed with the best tunes: http://t.co/LFy3UiNUMt",2015-05-22
"Today on the blog: a glimpse into NYC artist Canyon Castator's studio. http://t.co/FGKyPPRE3d http://t.co/v381zSFXTB",2015-05-22
"Ì†ºÌºπ Everything's coming up roses. Ì†ºÌºπ http://t.co/hZXDAypDxp http://t.co/zeCKcWYqXE",2015-05-22
"Weekend goals: embody the sunglass emoji. Ì†ΩÌ∏é http://t.co/K4IDwVxHyC http://t.co/bRwHQzcPcu",2015-05-22
"Just in time for your long weekend: the ultimate #UORoadTrip playlist using your suggestions! Tune in right here Ì†ΩÌ±â http://t.co/l0wpRBn1Ca",2015-05-21
"The sneaker shop is killin' it. http://t.co/ciirW3uUC9 http://t.co/oDEPGPJfu5",2015-05-21
"It's goin' strong! Shop all your faves on sale in stores + online: http://t.co/h6QUsRqrT3 http://t.co/82e96w15DH",2015-05-21
"Want to win passes for you + a friend to @NorthsideFest? Download the UO App + sign up for Urban On to find out how to enter! #UOLive",2015-05-21
"One vintage van, a thousand priceless memories. Read more about Beamer Wilkins' life on the road: http://t.co/QFKNijOvu1",2015-05-21
"Cruisin' into this four day weekend. ‚úå http://t.co/WzvN9gCLBO http://t.co/g4L8MkM1J2",2015-05-21
"Wall art that doubles as a list of places we'd like to visit: http://t.co/hYmIx2ZAin http://t.co/GcfS6xq9kF",2015-05-21
"We're in love. Ì†ºÌºà http://t.co/mZGrWYX0l6 http://t.co/CVp4N2Pdq3",2015-05-21
"The sundresses we've been waiting for. http://t.co/HdV3Q37X9h http://t.co/Wkswa5zM8D",2015-05-20
"Still a few more days to enter! Keep sharing your dream destination pics with #UORoadTrip and you could win: https://t.co/61cFQF3byP",2015-05-20
"SO. GOOD. @TheRyanAdams' Live at Carnegie Hall is on vinyl &amp; now available for preorder! http://t.co/UlT3k2UmAB",2015-05-20
"SO. GOOD. @TheRyanAdams' Live at Carnegie Hall is on vinyl &amp; now available for preorder! http://t.co/UlT3k2UmAB",2015-05-20
