"jcrewtext","date"
"Happy Thanksgiving. May your naps be long and your leftovers bountiful #Thanksgiving",2014-11-27
"We aren’t psychic but we’re predicting fewer returns in your future if you share and receive wishlists http://t.co/H6OeneWFIM",2014-11-27
"It’s almost December—but don’t freak out. We packed our #giftbetter guide with plenty of ideas http://t.co/6dEU5PmHFT (cc: @Pinterest)",2014-11-26
"Ever seen an adorable elephant dial a phone with its trunk? http://t.co/pSm5xofL0W #JCrewElephants http://t.co/JgW6KGVHlp",2014-11-26
"Keep the drama around your neck. Not the dinner table http://t.co/rwGswGtoDZ",2014-11-25
"Is the red turtleneck the new red lipstick? Discuss http://t.co/rxGfPIW1lR (cc: @WSJ @ApieceApart)",2014-11-25
"We asked the experts and yes, this is exactly what he wants http://t.co/60PlXDzypN #giftbetter http://t.co/enkxR5I6ur",2014-11-24
"Spoiler Alert: You're going to want every single piece http://t.co/5NzG9hGfAN",2014-11-24
"Will this elephant track down gifts for everyone on his list? Find out in the first of our #JCrewElephants series. http://t.co/9rsIKtMg5E",2014-11-24
"Frank, we assume you’re making enough apple pie for the whole office. Riiight? http://t.co/An5WTsS6vd",2014-11-24
"Some love for our quilted puffer from the @TheCut. Best bet indeed http://t.co/XGSQWqWccE",2014-11-23
"You've got the invites, we've got the dress http://t.co/delU1Gfp5q http://t.co/BkhXnBNP26",2014-11-23
"We made the @ManRepeller gift list. Twice !!! http://t.co/SZKPmGSHr9",2014-11-22
"It's 3AM. Do you know where your gifts are? @jcrew_help is on 24/7 to help you with everything from ideas to tracking.",2014-11-22
"Cold floors &amp; cozy slippers http://t.co/WwhsCJtrpR #winterpairs",2014-11-22
"Save him from re-gifting #giftbetter http://t.co/u4uDicWK9Z http://t.co/kdS9YxjuFp",2014-11-21
"Gayle's head-to-toe holiday outfit ideas pretty much guarantee you won't show up in the same thing as your coworker http://t.co/WSnasgUKh5",2014-11-20
"When it comes to black tie this season, go bold or stay home http://t.co/18peFduUk5",2014-11-20
"We’re head over heels for our Cece ballets. Correction: head over flats. (We couldn't help ourselves.) http://t.co/H4hVZAmleA",2014-11-20
"When being shady is actually a good thing http://t.co/Pfl7099caM",2014-11-19
"Need some help? Just ask. There’s no request too big or small for our Very Personal Stylists. http://t.co/Sf2HZ2wnDG http://t.co/AzhImh7WNy",2014-11-19
"Jenna spills a few secrets tomorrow on @CBSThisMorning, so plan on being near a television at 7 am EST http://t.co/5pJNYzkvVl",2014-11-19
"Shopping at your desk? We won't tell. Ship directly to your home from stores this season http://t.co/ZKUMY37V9U",2014-11-18
"Game on. We just updated The Now List with brand new, athletic-inspired gear: http://t.co/HmwD8CklA4",2014-11-18
"We found the perfect presents. All you have to do is scroll http://t.co/3YlXhdeAvh #giftbetter http://t.co/CmYvTHRM9f",2014-11-17
"What goes over and under absolutely everything? http://t.co/0PCtQmm9Cb",2014-11-17
"Keep your friends close and your tailor closer #jcrewtruths",2014-11-17
"Tis the season to be witty. Send your warmest (and cleverest) greetings from our collection for @PaperlessPost: http://t.co/bzL3I3b3S5",2014-11-16
"A quintessential New York wedding, complete with Central Park, @magnoliabakery and seriously tired feet http://t.co/yLxXTxOkdm",2014-11-16
"If you've ever been subjected to a family holiday photo, you need to read this story on our blog: http://t.co/LEEum6abQc",2014-11-15
"Cold-weather has nothing on these outfits http://t.co/xixfxNQOda #crewcuts",2014-11-15
"A handmade gift that you don't actually have to make yourself http://t.co/TQENtweO8U (cc: @JohnDerianCo)",2014-11-14
"If the shoe fits, wear it. If it doesn’t, carry Band-Aids http://t.co/Oqv8IMIHNs #jcrewtruths",2014-11-14
"More of the good stuff (aka men's new arrivals) http://t.co/gB36TtKtbt",2014-11-14
"It takes 200 steps to make an @AlfredSargent shoe. How’s that for going the extra mile? http://t.co/pQIRcDF8Zb",2014-11-13
"Wondering who has the best job EVER? http://t.co/dKAuU95qeK (cc: @HuffPostStyle)",2014-11-13
"Meet the man (and get the lipstick) behind our signature orangey-red pout http://t.co/Xocw0nkF8A #discovered",2014-11-13
"Because style never sleeps, @jcrew_help is now open 24/7 to help you with issues big and small",2014-11-13
"A preview of our s/s ‘15 collection in Paris. We're counting down the days until our opening in March. #jaicrew http://t.co/pfi3s587yM",2014-11-12
"Score! A limited supply of vintage-inspired football jerseys from @EbbetsVintage are here http://t.co/UxaRmGzqKZ",2014-11-12
"Hello Paris. The view from our home for the next few days. #jaicrew http://t.co/GaM0T6YUff",2014-11-12
"Need something great this minute? Let our Very Personal Stylists de-stress your holidays: http://t.co/Lm5GUmi8FF http://t.co/MP3WBMT8oy",2014-11-12
"Whoops. Our wishlist just quadrupled. http://t.co/UX1lNiseum",2014-11-12
"Your daily good deed: Get something from our #garmentsforgood collection &amp; 100% of the proceeds go to charity http://t.co/rtsqO3R1lb",2014-11-11
"New inspiration for that holiday wishlist your mom is already asking for: http://t.co/k9F7PgEYc9",2014-11-10
"You’re officially six outfits closer to that corner office http://t.co/T7MRkoTjUt",2014-11-10
"Better to be a few minutes late than a few accessories short #jcrewtruths",2014-11-10
"We couldn't keep him to ourselves forever. @Tmagazine met Troi, our make-up artist with a new lipstick collection http://t.co/13WwDKQdrx",2014-11-09
"She’s baaaaack. http://t.co/B7IJ0GERfr",2014-11-09
"Add an ""!"" to your outfit http://t.co/w6zgUCDGmG #jcrewjewels",2014-11-09
"The December Style Guide is on @Pinterest. There goes our productivity for the rest of the day. http://t.co/HAe8M7TkZY",2014-11-08
".@WSJ says our hooded puffer jacket is one of the best you can buy (to which we say: yeah) http://t.co/nzlVZYJeNQ",2014-11-08
"Corral the contents of your pockets in style http://t.co/oCkKSXu8lH (cc: @FishsEddyNYC) #Discovered",2014-11-07
"Jackets that won’t make you look like a particular tire spokesman http://t.co/b2pDgQGgc1 http://t.co/yPIoMuCKSo",2014-11-07
"Miniature houses made of colorful recycled cardboard pieces—aka the best rainy-day activity for kids. http://t.co/6LRDoaeTzc #Discovered",2014-11-06
"Black-tie dressing for men whose middle name is ""bold"" (but would never actually introduce themselves that way) http://t.co/o8yuqfShWP",2014-11-06
"Gourds!! #TGIFall",2014-11-05
"Dresses that earn their seat at the grown-up's table http://t.co/TJPRueXir4 #crewcuts http://t.co/IGBw2xxaa8",2014-11-05
"Just glow for it. http://t.co/kF2znPhm8o #crewcuts",2014-11-04
"Happiness is a warm coat #jcrewtruths",2014-11-04
"Congrats to this year's #cvff winner @pandrewdesign + runners up @evafehren and @ryanrocheny. (cc @CFDA)",2014-11-04
"New York’s first distillery since prohibition is located in Brooklyn (where else?) http://t.co/dmixYA0R2X http://t.co/BktnBFH12I",2014-11-04
"How to keep your brogues from looking like beef jerky, and other shoe care tips: http://t.co/Vp24D3u7ab",2014-11-03
"Let's hear it for personali-tees http://t.co/YFQy6ZQXBD #crewcuts",2014-11-03
"The return of the beanie #TGIFall",2014-11-02
"Gowns and tuxes, accessories and save the dates—pretty much everything but the actual icing on the cake http://t.co/5W5YUYAI7I",2014-11-02
"The best thing about fall weather is fall outfits #jcrewtruths",2014-10-24
"Since our first collection from @SOPHIAWEBSTER_ sold out so fast, we asked her to create another one http://t.co/l9MMWI8GUV #rundontwalk",2014-10-23
"How to be a hit at the holiday party according to @TandCmag? Wear @SOPHIAWEBSTER_ for J.Crew heels. http://t.co/4kW0skaIde",2014-10-23
"What’s new? A lot, actually… http://t.co/zbkUri85Ql",2014-10-23
"Love J.Crew? We're hiring for the holidays! Come apply at a store near you. http://t.co/RXSccRiFHa",2014-10-22
"Heirloom leather bags made in the USA (with some help from Amish artisans) by @billykirkinc http://t.co/Bv15qNRRSd",2014-10-21
"Talking flora, fauna and saving the bees with London-based illustrator, Emma Smith http://t.co/6QtwNa5MIj #jcrewlovesbees (cc: @emiloumakes)",2014-10-21
"Oh, flannel. How we’ve missed you. #TGIFall",2014-10-21
"We visited @PJGlassHouse, an almost-hidden gem just north of NYC, with a few of our favorite looks for fall http://t.co/IhcM5xf2NM",2014-10-20
"Wondering what seriously chic squash looks like? http://t.co/KoIqWKq573 (cc: @domainehome)",2014-10-20
"The 5 pieces you really need right now. Get a sneak peek at our new arrivals on @Pinterest: http://t.co/0dM53WCnh0",2014-10-20
"Burgundy, camel, forest green #TGIFall",2014-10-18
"For the guy who still thinks wearing a sportcoat is stiff, we've got news for you http://t.co/46QpG6JJSH #Discovered",2014-10-17
"Point Sur Denim is officially a favorite of the @nypost fashion team. Success. http://t.co/uUTpqe7O9i #jcrewdenim",2014-10-17
"Frank Muytjens gave @MRPORTERLIVE a look inside his country cabin. Sooo is it cool if we come up this weekend, Frank? http://t.co/aKkzMICJ17",2014-10-16
"Well, it looks like the secret is out: http://t.co/J32BSeB7xT (cc: @acontinuouslean) #WallaceAndBarnes",2014-10-16
"Judge phones, not books, by their covers #jcrewtruths",2014-10-16
"The Chelsea rain boot: guaranteed to make a splash. Ba-dum-dum http://t.co/wqL78zhGeM",2014-10-16
"We’re not saying this winter is going to be like last winter. But we gave our new coat a roomy hood… just in case. http://t.co/906IYoIwAs",2014-10-14
"Messy lawns, even messier sweater drawers  #TGIFall",2014-10-14
"We love our petite sizes, to cut a long story short. http://t.co/qDqSHAa5Se",2014-10-13
"Somebody help. We picked way too many apples. #TGIFall",2014-10-12
"Our weddings/parties designer Molly knows a lot about weddings (including where to get the best hand painted cookies) http://t.co/4gJYUETzmZ",2014-10-12
"Robe. Nightie. Cashmere socks. @HATCHcollection‘s hospital box has delivery day covered (minus the actual baby) http://t.co/eMjV3sRPAI",2014-10-11
"We see London. We see France. We see Daphne's underpants. Check out the @TENundies designer's UWS apartment http://t.co/jdMo2cJPIK",2014-10-11
"Make room in your coat closet http://t.co/RaTzELqcmH",2014-10-11
"See all of Jenna's favorite moments from this year's @CFDA/@voguemagazine #fashionfund finalists' shows http://t.co/DYIGQycrNg",2014-10-10
"Because you're the guy people always call to help them move http://t.co/6e2Tvx9ei6 #crosbysuit",2014-10-10
"We visited @apieceapart's NYC studio to talk collection inspiration, '80s art and pizza parties http://t.co/6vw1zTzpWk",2014-10-09
"The end of AC chills (and bills)  #TGIFall",2014-10-08
"Our first lady joins the ACTUAL First Lady today to talk fashion &amp; education. Watch Jenna &amp; @FLOTUS at 12:45pm here http://t.co/gDknIgZguF",2014-10-08
"Our new floral print is bright but moody, just like the Dutch still-life paintings that inspired it http://t.co/Tn03vQClCW",2014-10-07
"The easiest way to put your best foot forward is to wear really good shoes #jcrewtruths",2014-10-07
"Have you seen Maya Brenner’s alphabet charms? They’re spellbinding ;) http://t.co/6t1bn8GPcy (cc: @Maya_Brenner)",2014-10-05
"We went nuts for the knits at @CARDIGANnewyork's studio. Can you blame us? http://t.co/bbgwiOw2ux #Discovered",2014-10-04
"What's behind our first ever fragrances? A historic party, a hint of cinnamon and a handsome perfumer http://t.co/WL65aKHAiN #jcrewxarquiste",2014-10-03
"Pumpkin everything. OK maybe not everything. #TGIFall",2014-10-03
"Meet the guys behind our favorite square-tipped ties, Emil and Sandy Corsillo of @thehill_side http://t.co/FQuV7z7dh7",2014-10-02
"Simple, safe, totally delicious beauty products from Santa Monica. Done. http://t.co/rzFcKxlRyn (cc: @beautycounterhq) #Discovered",2014-10-02
"Because you never have a problem twisting open the lid http://t.co/eckG7ZPnc7 #crosbysuit",2014-10-01
"How to dress like a stone cold fox by @kitsune http://t.co/SODLhFzFDm #Discovered",2014-09-30
"Jenna discovered @NatureBabyTweet while looking for clothes for her son. It's basically the cutest ever. http://t.co/Ys7NwNl0xZ #Discovered",2014-09-28
"If there was such thing as denim royalty, this line would be it http://t.co/jfdBP1SCpq #Discovered",2014-09-26
"Graffiti artist Greg Lamarche adds some local color to our new Williamsburg, Brooklyn store http://t.co/rWkBS832ux #jcrewonwythe #jcrewBK",2014-09-25
"The best thing about sweater weather? The sweaters. http://t.co/00WHJQeajG",2014-09-24
"It’s the first day of fall—if all the apple-picking Instagrams hadn’t tipped you off  #TGIFall",2014-09-23
"Help us help classrooms in need. Our #crewcuts @donorschoose book drive is happening all month long http://t.co/P12ZmXd99w",2014-09-22
"Because you were the first pick for the company softball team http://t.co/Uidf2Smtfk #crosbysuit",2014-09-21
"The secret to a little something we call mermaid hair http://t.co/yupZK3aSbj",2014-09-20
"Weekend plans? We've got a handsome way to start your packing http://t.co/j5GBFavMOI",2014-09-19
"Our Regent blazer has a standing collar, which is basically our way of saying hello to not-quite-coat season http://t.co/aAWJlksBIn",2014-09-17
"Designed in New York, made in LA, worn pretty much everywhere by us (Cc: @McGuireDenim) http://t.co/72LfZYbw4t",2014-09-16
"Help us help classrooms in need http://t.co/h71rIYYrLf @DonorsChoose #crewcuts http://t.co/mdlgX6ZTU7",2014-09-15
"We shot our October Style Guide against the moody black sand beaches of Santorini, Greece. Get a first look now http://t.co/GIkbL8TrLA",2014-09-13
"The shiny puffer vest: Because coat season can be long—so let's enjoy vest season while we can http://t.co/hUdDy0NDJA #weeklyawesome",2014-09-13
"What to wear when summer stops being so summery… http://t.co/4tLA3Kdbgk",2014-09-12
"They’re coming: @NewBalance 998 Concrete Jungle sneaks, available 9/13 at 10am local time in select cities. http://t.co/7GVf5J9OEN #JCrewxNB",2014-09-10
"The gorgeous Laura of @witblog hosts (&amp; selfies) the opening of our #jcrewsloanesq store last night.… http://t.co/7VUxA2nLNW",2014-09-10
"Sorry to be the bearers of bad news but Jenna is back at her day job.",2014-09-10
"Death by @twitter. - Jenna #jcrewnyfw http://t.co/rshaxCtUf2",2014-09-09
"A heartfelt thank you to everyone who made today happen. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ - Jenna #jcrewnyfw",2014-09-09
"Back in these. - Jenna #jcrewnyfw http://t.co/B0oT4ZQnnF",2014-09-09
"������������������ - Jenna #jcrewnyfw http://t.co/tKoqFTPpoL",2014-09-09
"Artist and life-sized teddy bear. - Jenna #jcrewnyfw http://t.co/hoTwlNXWv1",2014-09-09
"I'd like to be @karliekloss when I grow up. - Jenna #jcrewnyfw http://t.co/uaWuTP6QjL",2014-09-09
"If I put the number of hearts I wanted to, my phone would explode. - Jenna #jcrewnyfw http://t.co/bfGcRMnh6p",2014-09-09
"❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️
- Jenna #jcrewnyfw http://t.co/chWUlcCLXZ",2014-09-09
"I want I want I want - Jenna #jcrewnyfw http://t.co/0SpBWzq98h",2014-09-09
"Word of the day: chouette pronounced perfectly by Garance - Jenna #jcrewnyfw http://t.co/2IXpow9740",2014-09-09
"Aurora Borealis. My new favorite thing. - Jenna #jcrewnyfw http://t.co/iPZCG6G613",2014-09-09
"First look starting now. - Jenna #jcrewnyfw http://t.co/tU9p577688",2014-09-09
"Juana������in sequins. - Jenna #jcrewnyfw http://t.co/Afe2ntlf9m",2014-09-09
"Oh hi, Gayle. - Jenna #jcrewnyfw http://t.co/Mowev2wf3x",2014-09-09
"Jessica -- stick your tongue back in your mouth #photobomb - Jenna #jcrewnyfw http://t.co/8MeMz64Gq0",2014-09-09
"Sneak peek. - Jenna #jcrewnyfw http://t.co/UonXQl9qnb",2014-09-09
"SUPER STAR ������������������������. Troi with his new lip stain. - Jenna #jcrewnyfw http://t.co/wJwqaKAkCx",2014-09-09
