"expresstext","date"
"Our new #1MX colors are here &amp; ready to hang, just in time for warm weather. #ExpressMen http://t.co/tJ1JGH8AT6 http://t.co/cfAznaPREC",2015-05-09
"Ì†ΩÌ∏Ñ for farmer‚Äôs market season! @galmeetsglam has the perf #ootd for it. #ExpressLife #succulents http://t.co/Ki4UYvLQ2X",2015-05-09
"Save $25 on every $75 you spend, in-store &amp; online! You don‚Äôt even have to get out of bed. http://t.co/kOoG88jUq5 http://t.co/3VidzdBkVr",2015-05-09
"It's FINALLY here!! #Pitch2Premiere Ì†ΩÌ∏ÜÌ†ºÌæ∂Ì†ºÌæ•Ì†ºÌæ§ http://t.co/TVtCMgJxiE",2015-05-09
".@RebelWilson obviously CRUSHED IT on the red carpet at the #Pitch2Premiere http://t.co/sZ6C2BLmjZ",2015-05-09
"We're on the red carpet at the #Pitch2Premiere with Costume Designer @MrSalPerez and Director @ElizabethBanks Ì†ºÌæ•Ì†ºÌºü http://t.co/RuDwRVecHm",2015-05-09
"Sooo winning is pretty Aca-Awesome. Ì†ºÌæ§Ì†ºÌæâÌ†ºÌæ¨ #PitchPerfect2 #Pitch2Premiere http://t.co/b2h0N2bJ4i",2015-05-09
"Hanging with some Treblemakers at the #PitchPerfect2 premiere Ì†ºÌæ∂Ì†ºÌæ•Ì†ºÌæ∂ @MrSalPerez @PitchPerfect http://t.co/f3uXilMCKb",2015-05-09
"It's finally GO TIME! Are you ready for the #PitchPerfect2 world premiere?! Ì†ºÌºéÌ†ºÌæ•Ì†ºÌæ§Ì†ΩÌπå http://t.co/0EWORleod3",2015-05-08
"Get $25 off every $75 you spend! Shop now so you can clean up nicely for Mom on Sunday. http://t.co/O5xcJPFg10 http://t.co/SOtVa6M4w3",2015-05-08
"We're hangin' out in L.A. for the #PitchPerfect2 premiere! Follow EXPRESS on Snapchat for a view from the red carpet. http://t.co/pCBEhKRTfs",2015-05-07
"New on the blog: Style your boldest pieces for the office! #LoveExpress #workitgirl http://t.co/aoLTuMnz8X http://t.co/jIPgBXgCqd",2015-05-07
"O.M. Aca-G! We're way into this Jesse inspired look Ì†ΩÌ¥• http://t.co/62CFM7Bd3b",2015-05-07
"Here‚Äôs some #bts sweetness with @StephenCurry30! How are you being a champ today? #ExpressMen http://t.co/LmMhzBJPSF",2015-05-01
"With a few accessory options, one outfit = several. Don‚Äôt you love how that works? #ExpressMen http://t.co/j3QfEqcOet",2015-05-01
"Things we &lt;3 about this @KellysKloset #ootd: a maxi dress tucked into cutoffs &amp; fringe booties. http://t.co/OAOEiraz4p",2015-05-01
"A white dress for our ladies with beauty &amp; brains. Ì†ºÌæì  #graduation #congrats #ExpressLife http://t.co/5t01PoChTV",2015-04-30
"Do the 1970s trend in just a few pieces! Follow ExpressRunway on Instagram to see how: http://t.co/nWlFzZvFFb http://t.co/649kR1OMdR",2015-04-30
"Ah, such a beautiful sight when you open your dresser drawer. #ExpressJeans http://t.co/UTGnsEs3Aq",2015-04-30
"Soft tees with extreme hems. Obsessed much? #LoveExpress http://t.co/sRyceF9sTp",2015-04-30
"You + the bff + #PitchPerfect2 = winners! Enter for a chance to win movie tickets. RT this! http://t.co/E2kVbJe6cX http://t.co/WIR2o3CLhh",2015-04-29
"Here‚Äôs how to style high-rise sailor shorts for summer! P.S. Many colors. P.P.S. Anchor buttons. http://t.co/n1rTG0I9kk",2015-04-29
"Happy #Shoesday! We‚Äôre just going to put these right here. #tasselheels #soinlove http://t.co/8MSH0HFu1C",2015-04-28
"Classic colors on modern styles make getting dressed after clocking out easy. #ExpressMen http://t.co/Luy4VxOpCF",2015-04-28
"Tropical prints make every room you enter a room with a view. Shop the trend now: http://t.co/VGGeiZy5U3 http://t.co/jjFCtIU4Qc",2015-04-28
"Try shorts with a little personality at the cuffs. Let‚Äôs kick it, summer #ExpressMen Shop now: http://t.co/kYeFM6XTFO http://t.co/HIkKNb9tdw",2015-04-28
"New on the blog: Meet #EXPFashionU style ambassadors &amp; get a sense of their style! @emmawlker http://t.co/3SEbxyCwaX http://t.co/xIaNBE7H7d",2015-04-27
"Makeover by @MrSalPerez, a shopping spree AND the #PitchPerfect2 premiere 5/8. Want? RT this. http://t.co/sUkSG3227g http://t.co/H9AxE1YorT",2015-04-27
"There‚Äôs just something about a girl in a sundress‚Ä¶ Ì†ΩÌ≤å Shop new arrivals: http://t.co/Je1t9pmq4l http://t.co/tNVkSbzXy1",2015-04-27
"Bring a dreamy boho vibe down to earth. Just add destroyed denim cutoffs. #LoveExpress @vivaluxury http://t.co/VaeXY6XG5K",2015-04-27
"Sunday Runday! Because it‚Äôs sundress season. #makethemsweat #EXPCore #fashionmeetsfitness http://t.co/myduYARLVJ",2015-04-26
"Stepping out in the tropical trend tonight! Ì†ºÌº¥ Ì†ºÌº∫ Ì†ºÌºÉ http://t.co/ozqEQJeiIE",2015-04-25
"Need a suit for spring‚Äôs invite only? Shop the new #ExpressMen. http://t.co/zHBU4Sxq8L http://t.co/JJQSmvOMdL",2015-04-25
"Get ready to play. Upgrade with new #ExpressMen polo shirts &amp; jackets. @stephencurry30 http://t.co/zKOHpULKDL",2015-04-24
"Make bae proud. Dress correct. New #ExpressMen pieces makes deciding #whattowear a cinch. http://t.co/JemPatuGvQ http://t.co/UtM94rE8wq",2015-04-24
"Elevate your casual style. Pick comfy pieces with thoughtful design details like @grasiemercedes. http://t.co/klxkimS3Dq",2015-04-24
"The party dress has arrived. Shop our new looks, including the wear-everywhere cami dress! http://t.co/0zzp9E4LdC http://t.co/ZGivxbJh6y",2015-04-23
"Attn: #PitchPerfect2 fans! Enter for a chance to win movie tickets &amp; swag. Just RT this! http://t.co/Ii2Q9svT7t http://t.co/ijFizZ2YJP",2015-04-23
"Celebrating Mother Nature's big day in style. How are you getting down on #EarthDay2015? Ì†ºÌºé http://t.co/Nym3dk94k3",2015-04-22
"RT this to be entered for a chance to attend the #PitchPerfect2 LA premiere May 8 w/ your bff! http://t.co/sUkSG3jCYO http://t.co/9LhNloUa4b",2015-04-22
"Hey, straw clutches are for major babes. #LoveExpress #toppinned Get your own now: http://t.co/aRjSBpO73G http://t.co/oRX6GK6ap1",2015-04-22
"Shop our new arrivals for soft silhouettes in romantic colors, prints &amp; fabrics. #LoveExpress http://t.co/RzaQldltzy http://t.co/PeUiXOnF05",2015-04-21
"#ExpressMen has the dressy occasion staples you need with the modern tailoring you want. http://t.co/BGDnAgAMJh http://t.co/oKYNCtMFux",2015-04-21
"Lacy soft shorts = casual plus a few extra style points. One in every color is a good idea. http://t.co/mhh9c4vru0",2015-04-21
"He rules the court &amp; rocks #ExpressMen, but how'd @StephenCurry30 do as DJ? Add the Express Rocks station to Pandora to listen! #MusicMonday",2015-04-20
"Entering for a chance to win #PitchPerfect2 tickets is as easy as busting a move! Just RT this http://t.co/Ii2Q9seifV http://t.co/wtth5LjrWO",2015-04-20
"Go boldly into that new weather! Our bright new spring dresses kick the season off right. http://t.co/vf1eExx3tQ http://t.co/KYZyjsG1T9",2015-04-20
"So many dresses. So little time. Check out our newest arrivals: http://t.co/CLbst7kbrw #LoveExpress http://t.co/JydMfOo0kI",2015-04-20
"Want the body? Hot yoga. Want the suit? Head to http://t.co/y7MCjsKdIF (Keep on rocking, @lindsey_calla) #ExpressSwim http://t.co/kHc7biFbjl",2015-04-19
"It‚Äôs sleeveless #Portofino shirt time. Add a little spice to your sugar with cut-out shoulders. http://t.co/UVBlJjFTXX",2015-04-19
"It‚Äôs the last day to shop and get $25 off every $100 you spend! Get the offer: http://t.co/clxfTmY0dz http://t.co/xpgulv6ZPp",2015-04-19
"Happening now in men‚Äôs fashion: Prints, prints, more prints. Try the look on shorts! #ExpressMen http://t.co/KMIum5f5aJ",2015-04-18
"Good luck at playoffs, @StephenCurry30!! Like you need it‚Ä¶ #dubnation #SC30 #ExpressMen http://t.co/rNOhaZmDe8",2015-04-18
"Do white on white right with these styling tips. Hint: Keep it clean! Read more: http://t.co/EROFcjt6WF http://t.co/b7L0SWbjBX",2015-04-18
"Inspire late-night crushes. #goals #outfitinspo #KateUpton @kateupton http://t.co/tKVaNA1LlQ",2015-04-18
"Babe‚Äôs got her blue jeans on. Happy Fridaaay! http://t.co/xPciWnLCte",2015-04-17
"Festival outfit idea for the weekend! Off-the-shoulder, white &amp; lace. #thatdresstho http://t.co/QaUxx0L7S7",2015-04-17
"Save on sunny day essentials! Shop now to get $25 off every $100 you spend. Get the offer: http://t.co/pyVaDvGdds http://t.co/WLeOiR84X8",2015-04-17
"RT to enter! Walk the #PitchPerfect2 red carpet May 8 after a style makeover. #EXPsweeps http://t.co/73Oi6kfaEL http://t.co/lH2nYRejQV",2015-04-17
"Shop #ExpressSwim to meet the cabana‚Äôs dress code swimmingly like @nycpretty. http://t.co/8EnJ2wJKfS http://t.co/wdt1XLUAeF",2015-04-16
"Wear a floral out tonight. Our new blog post shows you how to make it smoking hot. #ootd http://t.co/I50OiU19au http://t.co/o6MHKswXPr",2015-04-16
"Be unstoppable in our new suits. They‚Äôre here just in time for a #spring booked with special occasions. #ExpressMen http://t.co/gcKQQU3kBF",2015-04-16
"This Top Pinned style, a white Barcelona Cami, is a must for nailing the white on white trend. http://t.co/AofOAMcwn1",2015-04-15
"Boom. Filed. #taxday #letsgoshoppingnow http://t.co/FhgaW51kem",2015-04-15
"Win our #PitchPerfect2 sweeps! Enter for a chance to attend the premiere May 8. Just RT this! http://t.co/BEPoVcEOuz http://t.co/pfHGxO4Kf8",2015-04-15
"Perfect sundresses. Just in time for a season booked with special occasions!  Ì†ºÌæì #LoveExpress http://t.co/avHIQBao9S http://t.co/hwr1Sv8jgs",2015-04-14
"New neutral shorts and a color popping polo. Go ahead and mark that up as a win. #ExpressMen http://t.co/xnTSndk9Ge http://t.co/PQCtJkhBxb",2015-04-14
"Tomorrow begins an uh-mazing #EXPsweeps. #werebackpitches #staytuned http://t.co/tKNMtXSHPY",2015-04-14
"Olive you, new spring jacket. Denim vest, you‚Äôre cool too! #springlayers http://t.co/yIq2dVX6hp",2015-04-13
"Stripes with florals? Definitely a do. Our new post has tips for pulling off the pattern mix: http://t.co/L2fT9NItxd http://t.co/KXbLsXsKHg",2015-04-13
"The suit game is strong at the #MTVMovieAwards but no one rocks it like birthday boy @gwneff! #ExpressMen http://t.co/qYWGUAi5JN",2015-04-13
"Hello COLOR! All the dresses at the #MTVMovieAwards make us Ì†ΩÌ∏ç. Shop while watching the show: http://t.co/IgoiFOyul2 http://t.co/kmUqSeKslQ",2015-04-13
"Here‚Äôs today‚Äôs lineup. Chic straw accents open, denim headlines. #ExpressLife http://t.co/b6N6myog0m",2015-04-12
"Love, love, this watercolor print! Take these flowers on a halter dress to a cocktail party. http://t.co/OuyxD94Kvt http://t.co/bwfns9mQKJ",2015-04-12
"Nice to see you again, Saturday Night. #ExpressLife http://t.co/cRyYXyOwok",2015-04-12
"Build a look with new #ExpressMen suit pieces. They‚Äôre tailored to ride through whatever. http://t.co/Nyi5FkvCv5 http://t.co/RxZML8PcBn",2015-04-11
"A #minustheleather fringe jacket. Because boring just ain‚Äôt your style. #ExpressLife http://t.co/Gq7q1bRxNC http://t.co/lEzvKgxWtR",2015-04-10
"Text your sibs to have a happy #NationalSiblingsDay! And call your mom. She misses you. http://t.co/P8kbapV2ED",2015-04-10
"We can‚Äôt get enough of our new dress patterns. Prints are the new black, baby. #LoveExpress http://t.co/vivJioQKz7 http://t.co/S0BoBORA8F",2015-04-09
"Now on the blog: A look at new #ExpressMen casual suits. Designed for the coolest season yet. http://t.co/dN8jOPavy1 http://t.co/06p2p7KlnQ",2015-04-09
"Winners of the #SC30 sweeps get #Express gift cards &amp; bragging rights @StephenCurry30 = judge! http://t.co/WOi2qTD7E7 http://t.co/1Jiehbz0iY",2015-03-31
"Our favorite baller @StephenCurry30 is talking Ì†ºÌøÄ on @SportsCenter tonight. You know we'll be tuning in! #ExpressMen http://t.co/x6r8QqE9RY",2015-03-30
"Here‚Äôs new #outfitinspo to get you all set to be best dressed at the #musicfest! http://t.co/2Sp2Ejdbtt http://t.co/iF5LxbM2HC",2015-03-30
"Put a pretty peplum top over a sexy mini skirt. A match made in closet heaven. #LoveExpress http://t.co/3OkboMp9Bu http://t.co/1LRBjyyWgf",2015-03-29
"We've got the shorts you‚Äôll turn to every weekend. Gotta find your own coffee tho. #ExpressMen http://t.co/4havghjsVN http://t.co/2llhcri4dD",2015-03-29
"A button-down is a cool jacket alternative on #musicfest morning. Give it a wrap as temps rise. #LoveExpress http://t.co/rT1AEQTS5r",2015-03-29
"Nothing says #musicfest fashion like fringe! P.S. Get a bag big enough for all-day essentials. http://t.co/yrFawUmxyL http://t.co/oAcYny6ubt",2015-03-29
"Styling idea! Put a long sleeve crop top over our Portofino Shirt. Look by @sydnesummer &lt;3 #ootd #LoveExpress http://t.co/puVSYgYiti",2015-03-28
"For when you ‚Äúlost‚Äù your suit on the beach and need a new one‚Ä¶ #shh #skinnydippedonspringbreak #ExpressSwim http://t.co/wy7OyqQioX",2015-03-28
"Paisley prints top our hot list this season. Srsly obsessed with these soft pants. See more: http://t.co/HUUazV23oS http://t.co/bQYZoGcEg5",2015-03-27
"Have enough jean shorts? NO! Never too many. Luckily, we have a bunch of new styles &amp; fits. #ExpressJeans http://t.co/A0Y5GOOTkz",2015-03-27
"White is white hot this season. Plus, we &lt;3 how it shows off a tan. #KateUpton #LoveExpress http://t.co/T1kbhJ9PnA http://t.co/fGfXgXf1Wo",2015-03-26
"Oh, you like? Just got it. Shop all our new #ExpressMen arrivals now. 

SHOP NOW: http://t.co/9azEpOJyk7 http://t.co/C9rHijt8jV",2015-03-26
"Outfit inspo for a beach day that involves boardwalk people-watching beforehand. #ExpressSwim #ootd http://t.co/59VIjROvsT",2015-03-26
"Most popular on our Pinterest is our versatile wool hat. UV-ray protect in so-vogue style. http://t.co/BBVDBIjIRQ http://t.co/p3BEM0xmAd",2015-03-26
"We‚Äôre dishing on our blog today about @TeenVogue #FashionU! Get all the highlights &amp; the best #bts bits: http://t.co/VfeOItitrQ #EXPFashionU",2015-03-25
"What is black and white and hot all over? This striped suiting vest in our favorite color coupling. #LoveExpress http://t.co/6HjspaR4YJ",2015-03-25
"Save $25 on every $75 you spend. Shop with promo code 1005 starting‚Ä¶ now! http://t.co/XC8rAKCB9t http://t.co/K8UjRf52UK",2015-03-25
"Our #1MX = game changer. Duplicate @StephenCurry30 looks in our fave shirt. #ExpressMen http://t.co/SBUMDF4ud2 http://t.co/jBdbqgPOsn",2015-03-25
"We've been fooled for far too many seasons. #BigAReveal #seriouslywhoisA http://t.co/wN6PUXVrXB",2015-03-25
"New on the blog: 5 pieces that will transition your wardrobe from winter to spring like a pro. http://t.co/DCLrj18WZ3 http://t.co/jLu0xoeWEx",2015-03-24
"Style icon status: Achieved. There's plenty more where this came from. #ExpressMen Shop now: http://t.co/zNtQZcmeLC http://t.co/m1lHO8SFj0",2015-03-24
"Spring‚Äôs new arrivals are here! Lighten up in white. (OMG. So. Many. Dresses.) #LoveExpress #ootd http://t.co/tvxFnCOukJ",2015-03-24
"Hey, @VictoriaJustice! We &lt;3 your style. Shop her super comfy shirt in different colors here: http://t.co/Ewq9HYNPUX http://t.co/lznV4r9Qa0",2015-03-24
"Punch Express Rocks into Pandora during your run today! @AnastasiaAshley picked its mix of workout songs. #MusicMonday",2015-03-23
"Sweatshirt denim jacket + white jeans + @GrasieMercedes = how cute and comfy does she look? #LoveExpress #ootd http://t.co/UskU7KWgbt",2015-03-23
"Happy, happy b-day, @ayeshacurry! Hope @StephenCurry30 got you exactly what you wished for. http://t.co/HfH9a3zKw9",2015-03-23
"A glitzy new Aztec tank with a trend-right fedora is a festival look that hits all the right notes. http://t.co/Pp2aCpPMPE",2015-03-23
"Our new flare jeans are sleek enough for casual Friday and hip enough for #sundayfunday.  What are you wearing today? http://t.co/sSc13sRe9M",2015-03-22
"April new arrivals are here! We can‚Äôt wait to show them off. You‚Äôll feel the same as soon as you see them. #KateUpton http://t.co/FziUhhAsVo",2015-03-22
"Last day! Wind up the weekend on a positive note. Shop now to get $25 off every $100. http://t.co/fQdRxw1vdd http://t.co/CLxaeVzYM5",2015-03-22
"The #ExpressSwim bikini is just the start. A beach scene is incomplete without a bag, hat &amp; sunnies! http://t.co/EIlfFPgFy8",2015-03-21
"Are we friends on @Snapchat ? Because we should be. Friend 'express' for a sneak peek inside our summer photo shoot! http://t.co/za2FT3QkgN",2015-03-21
"Have you made it to our Break Away Sale yet? You can still shop these deals on spring‚Äôs most essential looks. http://t.co/Qq920HDf7x",2015-03-21
"They say the color blue has healing powers. We just think you look hot &amp; fashion forward in it, but that‚Äôs cool too. http://t.co/RP8OYHv322",2015-03-20
"FYI: Shopping for warm weather outfits is the best cure for #spring fever. Get $25 off every $100 when you shop now: http://t.co/7BG5mGtA6W",2015-03-20
"To be clear. If it‚Äôs above 40, we‚Äôll be in heels. #spring http://t.co/BPXdRpb7sH",2015-03-20
"A trapeze shape &amp; breezy handkerchief hem make this maxi dress sun goddess approved. Looking at you, @missjourdandunn http://t.co/eoWhc2QNam",2015-03-20
"Anchor into the nautical trend sans stripes with a chambray boat shoe. Their blue hue complements any color pant. http://t.co/vOj5ln0Dm7",2015-03-19
"White-on-white in total comfort. Do like blogger @chriselletweets &amp; combo our white jeans and #Express One Eleven tee http://t.co/fmX52lxrKz",2015-03-19
"Don‚Äôt miss out! It‚Äôs your last day to shop with promo code 1876 to get $25 off every $75. http://t.co/ZQ6nbs4HKP http://t.co/yLPmMgcCXp",2015-03-19
"Top Pinned this week: Turquoise &amp; silver. Put ‚Äòem with a creamy palette and consider the Southwestern look won. http://t.co/2Xuwmau8us",2015-03-18
"Entering for a chance to win a gift card doesn‚Äôt get easier. Follow ExpressRunway on Insta &amp; vote in our Bikini Bracket.",2015-03-18
"Save on a whole new look when you shop with promo code 1876. You‚Äôll get $25 off every $75. http://t.co/lvjPOxfxQR http://t.co/bExaD8uBND",2015-03-18
"A patterned shirt for every date night. So at crunch time, u can focus on important matters. #likegettingbaeflowers http://t.co/3oZC5Qwu2N",2015-03-17
"Feeling lucky? Prove it. Click now to reveal your deal! http://t.co/gE2KZX2d1w",2015-03-17
"We see savings in your future‚Ä¶ Click now to reveal your deal! http://t.co/HIR1tq5HcM",2015-03-17
"Happy #StPatricksDay! Shake your shamrocks, count your blessings, kiss a redhead, etc. http://t.co/7alv75vFBe",2015-03-17
"Even our undies for tomorrow will be green. What are you wearing?! #kissmeimirish #stpatricksday2015",2015-03-17
"Have you voted on our ExpressRunway Bikini Bracket on Insta? A vote = you‚Äôre entered for a chance to win a gift card http://t.co/4FbXl4nmF0",2015-03-16
"Sexiest pool party ever step 1: Accessorize a one-piece with a statement necklace. Step 2: Soak in all the attention. http://t.co/OLFlytIfwr",2015-03-16
"Current color crush? Icy pink, white &amp; gray. Read our take on the hottest spring trends: http://t.co/DrtDwA1dvo http://t.co/AvSkvARt9u",2015-03-16
"Everyone‚Äôs flying green, white and orange this weekend. We LOVE #StPatricksDay. Good luck finding your pot of gold! http://t.co/9AIggFlH2H",2015-03-15
