"lofttext","date"
"There’s no need for jewelry with the sparkly crystal neckline of Theresa Walsh’s Jeweled Cluster… http://t.co/pVPn41x49F",2014-05-09
"RT @KSchwarzenegger Pick your favorite @LOFT dress from my list http://t.co/Ki0mO1kUOJ and you can win a signed copy of my new book!!",2014-05-08
"We love Christina Rho’s vintage-style gold pendant. #NewDressCode #DemocracyPrep http://t.co/sgkBXv5vpg",2014-05-08
"High School Korean teacher Christina Rho goes for a “clean and comfortable” look. #NewDressCode… http://t.co/P45un6NoWp",2014-05-08
"RT @POPSUGARFashion Don't call this shirt basic; it's a classic.@clubmonaco @madewell1937 @LOFT http://t.co/UfkGHBi9ZX",2014-05-08
"Love! RT @chrminglystyled getting a little nautical tomorrow on the blog with this @loft clutch! photo @natalieprobst http://t.co/z67yhF4y1C",2014-05-08
"#DemocracyPrep Principal Tanya Nunez leads in a lace blazer—and a smile. #NewDressCode http://t.co/m5wbC7jjmz",2014-05-08
"“I believe that the right blazer can really elevate an outfit,” says #DemocracyPrep Principal Tanya… http://t.co/k9QLliwbFk",2014-05-08
"Love those pants! RT @KatWalkSF [let's do this #beautybash] find me at @loft #lifeontherow @ Loft at Santana Row http://t.co/aakCsnQka8",2014-05-08
"Preppy just got chic.  #NewDressCode #DemocracyPrep #LoveLoft http://t.co/EAnvpzAEOb",2014-05-07
"Airy knit scarves made for warm summer breezes. www. http://t.co/yuVVX3kCsC #Lifeisinthedetails http://t.co/SokdHcqVdv",2014-05-07
"The verdict is in: this is the perfect springtime outfit. http://t.co/AwiORGddyl http://t.co/dDZjDhMJ1d",2014-05-07
".@DemocracyPrep Performing Arts teacher Kaslyn Harris-Jordan rocks a Sweater Tee http://t.co/jBhjqqhzf1 #NewDressCode http://t.co/cj5478O1PT",2014-05-07
"A jacket to take you from spring to summer? Jeanius. http://t.co/f1xtnz0ACe  http://t.co/fobgqxfwoM",2014-05-07
"6th grade Special Ed teacher Emily Marsh goes botanical in our Leaf Print Shirtdress. http://t.co/YIdRardmpd #NewDressCode @DemocracyPrep",2014-05-06
"We brought the #NewDressCode to teachers at #NYC's @DemocracyPrep Charter Schools. Follow on http://t.co/ZBLoyvxD3R http://t.co/Zj0fD91uF1",2014-05-06
"Kicking off a our latest edition of The New Dress Code with the amazing teachers at #DemocracyPrep.… http://t.co/UdhVaMf4XS",2014-05-06
"See how LOFT Best (Dressed) Teacher winner, Hannah Kim, plans to use the grant to support her 4th grade classroom. http://t.co/xJCo3NS11T",2014-05-06
"We are so excited to announce the winner of our LOFT Best (Dressed) Teacher Contest. Congratulations to Hannah Kim! http://t.co/42oc94eG2V",2014-05-06
"Meet @langleyfox, the face of our debut collection for @louandgrey http://t.co/KxguIMbL5d http://t.co/o6KMcjRvMU",2014-05-05
"Get to know @LouandGrey, an edited line of texture-rich essentials for every day. http://t.co/UbOKnmAEGq http://t.co/0xv1f88x9z",2014-05-05
"This year, think beyond flowers and gift mom something special. http://t.co/snHW0gK2j1 http://t.co/5DNAFMWpGn",2014-05-04
"Know who would love something new? Hint: Mom. Mother’s Day is a week away, get gifting: http://t.co/giYqDHVDlU http://t.co/K7Ydct5r4v",2014-05-04
"Moms are the best. Gift accordingly: http://t.co/uO9TC3mKsL http://t.co/jyu2RB3Mpy",2014-05-03
"Your yearly duty: Mother’s Day is next Sunday. Shop our gift picks http://t.co/D48eelO0gd http://t.co/z6DCLBlbJ9",2014-05-03
"Wash out your blues. http://t.co/G53J5UDYen #Lifeisinthedetails http://t.co/ZlSx3okhQb",2014-05-02
"Tan ankles love pale denim. http://t.co/ViKM9Ii3ZM #Lifeisinthedetails http://t.co/q6ilj6tA5H",2014-05-02
"As part of LOFT’s continued partnership with stjude, we will be celebrating all the things that make… http://t.co/zNSzUidcwt",2014-05-02
"Fade into summer with our Monthly Edit— outfits in colors that remind us of the summer sky. http://t.co/M1l7Dc6lZX http://t.co/jdRn2qyMKk",2014-05-02
"Chambray is here to stay. http://t.co/S8ZoSY7tLp #Lifeisinthedetails http://t.co/5JmYcRQoF4",2014-05-02
"Bust out the bustier. http://t.co/Sos2yp60uu #Lifeisinthedetails http://t.co/dFEyfZKrkg",2014-05-01
"White on white always wins. http://t.co/yfYu3DPOiL #Lifeisinthedetails http://t.co/QxToQzTwH8",2014-05-01
"Introducing The Monthly Edit: Fade into Blue http://t.co/azN6Oehz8h #Lifeisinthedetails http://t.co/xTNPN3R2aC",2014-05-01
"We are excited to announce that our Distribution Center has achieved Gold Zero Waste Certification. http://t.co/jDsrOJlG8W #EarthDay",2014-04-22
"The sun is calling. http://t.co/WiKulj8ane http://t.co/HtN12Za5CK",2014-04-22
"Go outside and enjoy nature. Happy Earth Day! http://t.co/pvLzyStRQW",2014-04-22
"Get into the summer state of mind with our beach-ready picks. http://t.co/kkFC8LqDLl http://t.co/pFVEGWgSuE",2014-04-22
"Our inspiring CEO, Kay Krill's advice to her younger self ""always be authentic &amp; true to yourself"" - @businessinsider http://t.co/iYAMjClfYE",2014-04-21
".@KSchwarzenegger looking beautiful in LOFT at her book signing at our Century City location. http://t.co/CuuTkvZMYJ http://t.co/Sucl7lSCT4",2014-04-21
"Dreamy striped denim. #Lifeisinthedetails http://t.co/61xe6oCL4w",2014-04-21
"Last day to take advantage of our CyberSpring steals. 50% off everything + free shipping. http://t.co/AvGXUgw6zi http://t.co/bBJ33okPqj",2014-04-21
"It's Cyber Spring. Shop 50% off everything on the site + free shipping. http://t.co/8oqTUxWNTa http://t.co/ioLguyonkU",2014-04-20
"Even better than a chocolate bunny…the Pink Stone necklace. #loveloft http://t.co/SHIX5ELt59",2014-04-20
"Two things we love: colorful wedges and vintage vinyl. Happy Record Store Day! http://t.co/ZEmSoE4gBP",2014-04-19
"You know how we feel about leopard flats. Featuring embellishments for fall. #loveloft http://t.co/wsRxJwYaKv",2014-04-18
"Just a taste of what we'll all be wanting to wear come fall. #loveloft http://t.co/EK9oXWkzNl",2014-04-18
"A statement necklace from our Fall 2014 collection. #loveloft http://t.co/qcnJOuQDmi",2014-04-18
"A beautiful bouquet from our Fall 2014 presentation yesterday. #bestbuds http://t.co/fJUg9uLszk",2014-04-18
"Get Graphic http://t.co/b4xDCk6TVF #Lifeisinthedetails http://t.co/MEcj7HxZ9C",2014-04-17
"Give yourself diamonds http://t.co/IPPtdjhNsU #Lifeisinthedetails http://t.co/oBjm67T28A",2014-04-17
"It’s important to know your best angles—and this spring is shaping up to be quite lovely. http://t.co/Iabgt0iMmF http://t.co/YxLpWvPyT2",2014-04-17
"Introducing our latest Monthly Edit: Geometry Lessons
Shop Now: http://t.co/atPzc2zXt9 http://t.co/wTXiP1xhS3",2014-04-17
"Express your mellower side with laid-back textures and tones. Shop Now: http://t.co/ak0jA65iVB #Lifeisinthedetails http://t.co/JEU7UPyA68",2014-04-16
"Great blazer #loveloft RT @Casually_Styled Suited up in chambray tomorrow on the blog! @LOFT @BCBGeneration #ootd http://t.co/wnzoOBm4Uh",2014-04-16
"Give major layers the cold shoulder. Shop Now: http://t.co/nQUnWiCIfI #Lifeisinthedetails http://t.co/guHQixUCjZ",2014-04-16
"A Hint of Tint
Subtle is the new loud.
http://t.co/Rfkymwz6Ab
#Lifeisinthedetails http://t.co/GHq0oFJFmU",2014-04-16
"Our Eyelet Sundress was made for sunny days. http://t.co/kPkOnJ69Hy http://t.co/2r2geIEyQ5",2014-04-15
"Shed some layers and get into a sunny state of mind. Here's a first peek at the new season. http://t.co/XEnMf6hIxi",2014-04-15
".@whowhatwear chose our feminine Crochet Pleasant Blouse as a spring pick. Shop now: http://t.co/XFYVJrdYtn http://t.co/6EDYDNmf4S",2014-04-14
"Blue skies, and hazy hues. #lifeisinthedetails http://t.co/cVfHuDMJA0",2014-04-14
"LOFT Summer 2014: Follow the Sun 

Watch Now: http://t.co/8uydiZeXiU",2014-04-14
"A little summer-inspired peek-a-boo lace. #Lifeisinthedetails http://t.co/LRPF28XtE8",2014-04-14
"Shed some layers and get into a sunny state of mind. Here’s a first peek at the new season. http://t.co/hPfwWfcbBc",2014-04-14
"Introducing The Summer Reveal #loveloft http://t.co/NbI4qM6fnS",2014-04-14
"Conscious coupling: Stripe Jacket + White Jeans #loveloft http://t.co/SGeJFjGZHf",2014-04-12
"Thanks to @HowAboutWe for fresh 9-to-5 #inspiration on the #NewDressCode. See it all here: http://t.co/OC9g4hcbH2 http://t.co/a6J019PJaK",2014-04-12
".@HowAboutWe's Community Director Jessica Tom's short, sweet style mantra: stand out. How she does the #NewDressCode: http://t.co/TjiNNGXsyA",2014-04-11
"Fashion favors the bold: Jessica Tom of @HowAboutWe mixes it up in our Caramel Stripe Shift Skirt &amp; Soft Moto Bomber http://t.co/MtIR5sbVd9",2014-04-11
"""I feel great in these pants."" Natalie from @HowAboutWe works our Modern Skinny Cuffed Ankle Jeans: http://t.co/mLUE2UUNIF #NewDressCode",2014-04-10
"A copy of @NYMag and colorful tools for note-taking, spotted at Natalie Merlino's space at howaboutwe… http://t.co/uUWK049yEb",2014-04-10
"Natalie Merlino, @HowAboutWe's Director of Ad Sales, adds edge to our Poppy Print Button Down with denim &amp; boots: http://t.co/PJuJZhWzFh",2014-04-10
"Inside our newly re-opened 2 Broadway store in New York. We hope to see you there. #BestBuds http://t.co/GkjT8B5F4b",2014-04-10
"We are now open at 2 Broadway in Manhattan. Happy shopping. http://t.co/E57ftj6Vfk",2014-04-10
"The @HowAboutWe team reads up on all things romance. See the stacks that decorate their space, &amp; more: http://t.co/9C1ht913hE #NewDressCode",2014-04-10
"""Wear what inspires you."" Sage style wisdom from @HowAboutWe's Laura Castaing—see more: http://t.co/w8DD0emt0M #NewDressCode",2014-04-09
"Get a look #behindthescenes at the offices of a cutting edge online dating startup: http://t.co/XSbrTssmZB cc: @HowAboutWe #NewDressCode",2014-04-09
"Layer up, a la Laura Castaing, VP of Experiences at @HowAboutWe. Shop her look: http://t.co/cDQaK9QX8K http://t.co/129t0auNBe",2014-04-09
"Jade from @HowAboutWe dresses for comfort: ""I'm always on the move."" Shop now:  http://t.co/cDQaK9QX8K #NewDressCode http://t.co/dTCMWnCuBa",2014-04-09
".@HowAboutWe's Communication Manager Jade Clark in the perfect rainy day outfit http://t.co/yx04ajZRsP #NewDressCode",2014-04-08
"Style #inspiration from @HowAboutWe—head to Facebook to see &amp; shop the looks: http://t.co/mRg47beK8P #NewDressCode http://t.co/mjKLptJerw",2014-04-08
"That's dedication: Jade Clark reads up on the how-tos of a successful startup. #DeskDiaries… http://t.co/6rAtqOdrRT",2014-04-08
"A light Anorak Jacket and slim Eyelet Pencil Skirt are the perfect solution to a rainy day outfit… http://t.co/SbTyPxxlOb",2014-04-08
"Living proof: Ruti Wajnberg of @HowAboutWe met her fiancé on the site! See her #NewDressCode style: http://t.co/bsgRh9ehtO",2014-04-07
"We've teamed up with the women of dating startup @HowAboutWe to show their office style. Check it out: http://t.co/0kchoOC0xC #NewDressCode",2014-04-07
"A strappy heel with a sporty sophistication. Shop Now: http://t.co/duQt90J0HU http://t.co/pyFDgQ2CTv",2014-04-07
"Show a little ankle: The Skinny Ankle Zip Jeans. Shop Now: http://t.co/7xEvZHemgm http://t.co/5MZSAWkA3u",2014-04-07
"Ruti Wajnberg is VP of Product at howaboutwe, and a self-proclaimed dress-a-holic. We can relate. Here… http://t.co/aYfdzV5qDj",2014-04-07
"This week, we're sharing howaboutwe's take on the #NewDressCode. Stay tuned this week for some serious… http://t.co/77YwEYURET",2014-04-07
"Only a few hours until voting ends—plenty of  time to squeeze in a few more ballots. http://t.co/tO6IqVVtA1",2014-04-06
"Don’t forget to vote for your favorite teachers—you’ve only got T-minus 48 hours! http://t.co/tO6IqVVtA1 http://t.co/n033OW1e4f",2014-04-05
"One of Lynn’s favorite pieces for spring is a lace skirt. Vote for the Best (Dressed) Teacher: http://t.co/tO6IqVVtA1 http://t.co/jFU6Pb2W6p",2014-04-05
"Meet Lynn Santoyo from Gwendolyn Brooks College Prep: http://t.co/RPZpwBtdSO
Vote for the The Best (Dressed) Teacher: http://t.co/tDs4ijBQeN",2014-04-05
"katherineschwarzenegger looking great in LOFT at The Better Show promoting her new book ""I Just… http://t.co/qOxhbzl1Dq",2014-04-04
"Our fan-favorite Lace Blazer #bestbuds http://t.co/tlMgwX3asq",2014-04-04
"Toni is a huge fan of all white ensembles. Vote for her as our Best (Dressed) Teacher: http://t.co/tO6IqVVtA1 http://t.co/auQVKzEbrF",2014-04-04
"Beautiful botanicals #bestbuds http://t.co/JNkG9grFAP",2014-04-04
"Meet Toni Minter from Washington Irving Elementary: http://t.co/pB2D26NRLg
Vote for the The Best (Dressed) Teacher: http://t.co/gAATPmaGCT",2014-04-04
"Mix and match with our cornflower print softened shirt. #bestbuds http://t.co/ItY1ZevS8e",2014-04-04
"Budding blooms. #bestbuds http://t.co/OEqOOQK8hj",2014-04-03
"Pretty in pink. #bestbuds http://t.co/lYPUnUtPrD",2014-04-03
"When Jill isn’t teaching, she runs her own style blog. Vote for her here: http://t.co/tO6IqVVtA1 http://t.co/r2Mss1YKxo",2014-04-03
"We partnered with @ArielDearie to create arrangements inspired by our spring collection. #bestbuds http://t.co/w9ufazdJN6",2014-04-03
"Meet Jill Hovanes from Shields Middle School: http://t.co/wMNoDo7SYT
Vote for the The Best (Dressed) Teacher: http://t.co/Lir4m9IndG",2014-04-03
"Meet Jill Hovanes from Shields Middle School: http://t.co/wMNoDo7SYT
Vote for the The Best (Dressed) Teacher: http://t.co/Lir4m9IndG",2014-04-03
".@KSchwarzenegger checked in with us before her 2nd book tour. Here’s what she’s packing: http://t.co/erhRNbw4Z5 http://t.co/Y98Yo3Ybik",2014-04-02
"The beach is calling. You and a friend could win a trip to Fiji and a $500 LOFT gift card. http://t.co/tNEcsBsatK http://t.co/queRqewzGh",2014-04-02
"Diana Iocco is a teaching wonder: she teaches 4 different HS subjects. Vote for her here: http://t.co/qDNQAt2fAH http://t.co/OpyZUeb6V1",2014-04-01
"Meet Diana Iocco from Solorio Academy High School: http://t.co/GBcvM0tYU0
Vote for the The Best (Dressed) Teacher: http://t.co/tO6IqVVtA1",2014-04-01
"Allover lace, so laid-back and lovely. http://t.co/z607n8STtA #lifeisinthedetails http://t.co/bETpamD9Vu",2014-04-01
"Wear it everywhere. The little lace jacket. Shop Now: http://t.co/ELZS0PSVby #lifeisinthedetails http://t.co/8Fj4ih27rw",2014-04-01
"The tiniest touch of lace can turn anyone into a romantic. Shop Now: http://t.co/Q4ZfR19u2k #lifeisinthedetails http://t.co/TvL14ve5nu",2014-04-01
"Hannah Kim loves throwing on a moto jacket for an effortlessly cool look. Vote for her here: http://t.co/hyggPSXPJk http://t.co/brP9PZjRCG",2014-03-31
"Meet Hannah Kim, from Budlong Elementary: http://t.co/t6VxXvbc3z
Vote for her in The Best (Dressed) Teacher Contest http://t.co/4nAcFmAnzD",2014-03-31
"Meet the Chicagoan finalists of the LOFT Best (Dressed) Teacher Contest. Cast your votes. http://t.co/pa08MXff0s http://t.co/foUYPYoOBW",2014-03-31
"This week, we’ll be introducing you to the finalists of the LOFT Best (Dressed) Teacher Contest. Vote now: http://t.co/UJEuRuCGkD",2014-03-31
"Pretty stripes and floral eyelet. #bestbuds http://t.co/Vi9xUJNk1n",2014-03-28
"How cute is this floral peplum top?#bestbuds http://t.co/uuhQcqRkg9",2014-03-28
"We wear our lace on our sleeves. http://t.co/ovNFxuFHec #lifeisinthedetails http://t.co/Hgck5f5dWG",2014-03-28
"Hello, floral lace skirt. #bestbuds http://t.co/eFWwvqqfiY",2014-03-28
"Now in bloom: a pretty eyelet top. http://t.co/k24nFzV7PB #bestbuds http://t.co/ubfvvf1kkd",2014-03-28
"Everything’s coming up floral. http://t.co/OPHIJueSNQ #bestbuds http://t.co/fuzCXfxPYT",2014-03-28
